statement,source,veracity,date
"""Under his leadership, Tallahassee reduced its carbon intensity by roughly 40 percent.""",Andrew Gillum,0,2017-10-12
"""Grandparents must pickup up all their grandchildren every weekend no matter what or they will be fined $5,000.""",Bloggers,0,2017-10-11
"""Loopholes in current law prevent ‘Unaccompanied Alien Children’ (UACs) that arrive in the country illegally from being removed.""",Donald Trump,0,2017-10-11
"""President Trump signs executive order stripping NFL of ‘non-profit’ status.""",Bloggers,0,2017-10-10
"""Jason Aldean gig canceled after he sells out to liberals on ‘SNL’.""",AsAmericanAsApplePie.org,0,2017-10-10
"""There have been more than 270 mass shootings in the United States in the last year alone. That’s where four or more are killed.""",Hillary Clinton,0,2017-10-10
"""I personally am pro-choice. I always have been. And I made no qualms about that when I was elected governor.""",Bruce Rauner,1,2017-10-10
"Says Winston Churchill said, ""A lie gets halfway around the world before the truth has a chance to get its pants on.""",Colin Kaepernick,0,2017-10-09
"Trump’s tax plan is ""completely focused on the wealthy and the powerful - not the middle class.""",Charles Schumer,0,2017-10-08
"Says Sen. Dianne Feinstein said ""if she had 51 votes in the Senate for 'Mr. and Ms. America, turn in all of your guns,' they would do it.""",Chris Cox,0,2017-10-08
"""The Obama administration approved the sale of bump fire stocks on at least two occasions.""",National Rifle Association,1,2017-10-06
"In Wisconsin, ""we have a bill that would allow hidden, deadly weapons -- every single person to carry one -- no training, no background check, even around schools.""",Chris Taylor,1,2017-10-06
"""White men have committed more mass shootings than any other group.""",Newsweek,1,2017-10-06
"""It's time to remove any statue of Margaret Sanger who was a white suprematist (sic), spoke at kkk events & supported by democrats. #prolife""",Andrew Koenig,0,2017-10-05
"North Carolina has ""the strictest anti-gerrymandering standards in the entire country.""",Phil Berger,0,2017-10-05
"Says the Dickey Amendment ""prevents the Centers for Disease Control and Prevention from even researching the relationship between gun violence and public health. ... The government can’t study gun violence but is spending $400,000 analyzing the effects of Swedish massages on rabbits.""",Steve Israel,1,2017-10-05
"""Celine Dion’s 16-year-old Rene-Charles Angelil’s was among the 58 victims who were killed"" in Las Vegas.",HoustonChronicle-tv.com,0,2017-10-04
"Says that under the Obamacare law, health insurance ""premiums have increased by more than 105 percent since"" 2013.",John Cornyn,1,2017-10-04
"""The crowd (in Las Vegas) fled at the sound of gunshots. Imagine the deaths if the shooter had a silencer ...""",Hillary Clinton,0,2017-10-04
"Bryan County, Ga., has ""corrupted voter rolls.""",Public Interest Legal Foundation,0,2017-10-04
"Says ""the Kardashians donate whopping sum to Las Vegas mass shooting victims""",HoustonChronicle-tv.com,0,2017-10-03
A flight crew took a knee and stranded the New Orleans Saints on an airport runway.,Bloggers,0,2017-10-03
"""I think if you look to Chicago, where you had over 4,000 victims of gun-related crimes last year, they have the strictest gun laws in the country. That certainly hasn’t helped there.""",Sarah  Huckabee Sanders,0,2017-10-03
"""San Juan Teamsters didn't show up for work to distribute relief supplies"" because they went on strike.",Bloggers,0,2017-10-03
"""Las Vegas shooting witnesses report multiple gunmen dressed as security guards.""",Bloggers,0,2017-10-03
"90 percent of Americans ""support universal background checks"" for gun purchases.",Chris Abele,1,2017-10-03
"In the Alabama Senate runoff, ""the candidate I endorsed (Luther Strange) went up MANY points after endorsement!""",Donald Trump,0,2017-10-02
Said there is cholera in Puerto Rico after Hurricane Maria.,Paul Krugman,0,2017-10-02
"""The soda tax can make a difference by reducing consumption of unhealthy soda pop and sugary beverages.""",Michael Bloomberg,1,2017-10-02
"Some states hit hardest by opioid deaths ""have more opioid prescriptions than residents.""",Eric Schneiderman,1,2017-10-02
"California Lt. Gov. Gavin Newsom was ""for (high-speed rail), before he’s against it, and then he’s for it again.""",Antonio  Villaraigosa,1,2017-09-29
Says a photograph shows Seattle Seahawks player Michael Bennett burning the United States flag.,Vets for Trump,0,2017-09-29
"While Mayor Rick Kriseman said he would dip into reserves this year because of Hurricane Irma, he ""went into the emergency reserves before Irma ever hit.""",Rick Baker,1,2017-09-29
"""California, New York and Massachusetts, they represent about 20 percent of the population, they get close to 36 percent of Obamacare funding. It's just simply inequitable.""",Ron Johnson,0,2017-09-29
"New York has ""the biggest outmigration of citizens of any state.""",Edward Cox,1,2017-09-29
"""We’re the only developed nation in the world that doesn’t have paid maternity leave.""",Claire McCaskill,1,2017-09-28
"Says ""No, I don't benefit, I don't benefit"" from his tax proposal.",Donald Trump,0,2017-09-28
"""Human meat found in McDonald’s meat factory""",Bloggers,0,2017-09-28
"Ending the estate tax would ""protect millions of small businesses and the American farmer.""",Donald Trump,0,2017-09-28
"""We have one senator who’s a ‘yes’ vote ... but he’s in the hospital. And he’s a ‘yes’ vote. So we can’t do it by Friday. So we have the votes"" to pass a health care bill.",Donald Trump,0,2017-09-28
"""The current city mayor (Kasim Reed) has been virtually absent in terms of regional cooperation the last eight years.""",John Eaves,0,2017-09-28
"""Washington State Legislature votes to change its name because George Washington owned Slaves.""",Bloggers,0,2017-09-27
"""Since 2010, Republicans have won unaffiliated voters in every general election.""",Dallas Woodhouse,1,2017-09-27
"""So now they take drugs, literally, and they throw it, a hundred pounds of drugs. They throw it over the wall, they have catapults, but they throw it over the wall, and it lands and it hits somebody on the head.""",Donald Trump,1,2017-09-27
"North Korea is ""the fifth or fourth most sanctioned nation.""",Cory Gardner,1,2017-09-27
"""Missouri Votes to Let Employers Fire People Who Use Birth Control.""",Feministing,0,2017-09-27
"""The bill that I carried cutting MO’s income tax for 1st time in over 100 years will start its 1st phase in jan 1 2018. #moleg @Eric_Schmitt""",Andrew Koenig,1,2017-09-26
"""If you pass the so-called Dream Act, it will be the single biggest amnesty in the history of the United States, even bigger than the 1986 amnesty.""",Tom Cotton,0,2017-09-26
"""12 more hurricanes headed towards U.S.""",Bloggers,0,2017-09-25
"Florida’s coastal and stormwater infrastructure are ""two of the most critical areas during a storm, and received D-plus and D ratings, respectively, by the American Society of Civil Engineers in 2016.""",Gwen Graham,1,2017-09-25
"""NFL fines Pittsburgh Steelers $1 million each for skipping national anthem.""",TheLastLineOfDefense.org,0,2017-09-25
"""Fox Sports cancels all NFL broadcasts ‘until players respect the flag.’ """,TheLastLineOfDefense.org,0,2017-09-25
"""NFL attendance and ratings are WAY DOWN. Boring games yes, but many stay away because they love our country.""",Donald Trump,0,2017-09-24
"The GOP’s health bill will protect people with pre-existing conditions ""every bit as well as Obamacare did.""",Ron Johnson,0,2017-09-22
"""Roy Moore fought for pay increases for politicians while courts had to shut down because of lack of funding.""",Luther Strange,0,2017-09-22
"""Republicans want to restore #gunrights to felons""",José Serrano,1,2017-09-22
"The Graham-Cassidy health care bill does ""include coverage of pre-existing conditions.""",Donald Trump,0,2017-09-21
"""Thomas Jefferson said, ‘Government that governs least governs best.’ """,Mike Pence,0,2017-09-21
"Says ""Carnival Cruise Lines will now offer free cruises"" to hurricane victims.",BreakingNews247.net,0,2017-09-21
"Says Ted Cruz is the ""same senator who once supported a ban on sex toys.""",New York Post,0,2017-09-21
"""Ronald Reagan was a verified Democrat until his mid-50s.""",Kevin Nicholson,1,2017-09-21
"Says the Austin metro region ""will lead"" the nation ""with population growth over 50%"" over the next 30 years.",John Thomaides,1,2017-09-20
"Under the Graham-Cassidy health insurance bill, in ""states like Maine, Virginia, Florida, Missouri, there will be billions more dollars to provide health insurance coverage for those in those states who have been passed by by Obamacare.""",Bill Cassidy,0,2017-09-20
"North Carolina is home to ""two rivers of the top five most polluted rivers"" in the U.S.",Billy Richardson,0,2017-09-20
"""House Dems introduce bill to remove citizenship requirement from presidency.""",Bloggers,0,2017-09-20
"""Even with a permanent income tax increase... the budget is more than $1 billion out of balance…""",Bruce Rauner,1,2017-09-20
"Vermont had to ""scrap"" its single-payer health insurance program because it was ""going bankrupt.""",Sean Duffy,0,2017-09-20
"""Seventy-six percent of the American people support us passing the DREAM Act … with citizenship and legalization as part of it all. … More than 60 percent of Republicans support that.""",Nancy  Pelosi,1,2017-09-19
"""Susan Rice arrested for criminal ‘unmasking’ of Trump officials.""",TheLastLineOfDefense.org,0,2017-09-19
"""U.S. comedian Kevin Hart in critical condition after gory car crash.""",NYDailyNews-TV.com,0,2017-09-19
"Says PolitiFact reported that ""95 percent of what (Donald Trump) says is a lie.""",Joy Behar,0,2017-09-18
"Says U.S. Treasury Secretary Steven Mnuchin ""wants to use a government jet that costs $25,000 per hour for his honeymoon.""",Mark Pocan,1,2017-09-18
"Says Roy Moore is ""on the wrong side of Trump’s border wall.""",Senate Leadership Fund,0,2017-09-18
"Democrats ""setup"" and ""manipulated"" the political violence in Charlottesville",Dana Rohrabacher,0,2017-09-15
"""Mass voter fraud just discovered, to the amount that could void Hillary’s victory In New Hampshire.""",Young Conservatives,0,2017-09-15
"""Facts have come to light that indicate that a pivotal, close election was likely changed through voter fraud on November 8, 2016: New Hampshire’s U.S. Senate Seat, and perhaps also New Hampshire’s four Electoral College votes in the presidential election.""",Kris Kobach,0,2017-09-15
"""Nearly 2/3 of rural Missourians don’t have access to broadband. That needs to change.""",Roy Blunt,1,2017-09-15
"""President Obama used"" his DACA order ""to unilaterally confer U.S. citizenship.""",Ken Paxton,0,2017-09-15
"""So the number on DACA is 800,000, but every one person can bring in their entire extended family once they reach a certain status. So it's 3 or 4 million, right?""",Dave Brat,0,2017-09-15
"""We've got about $3 trillion in trapped cash overseas that basically can't come back in this country because of our tax laws.""",Paul Ryan,1,2017-09-15
"The mobilization of the military in response to the storms in Puerto Rico and the U.S. Virgin Islands ""is the largest ever mobilization of our military in a naval and marine operation"" and an Air Force carrier there ""was the first-ever as well.""",Tom Bossert,0,2017-09-14
